old_path,new_path,action,reason
"cs336/Lecture11/images/09_minicpm_batch_size.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/09_minicpm_batch_size.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/10_minicpm_lr_stability.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/10_minicpm_lr_stability.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/11_wsd_schedule.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/11_wsd_schedule.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/12_wsd_vs_cosine.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/12_wsd_vs_cosine.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/13_minicpm_chinchilla.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/13_minicpm_chinchilla.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/14_deepseek_overview.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/14_deepseek_overview.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/15_deepseek_lr_bs_grid.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/15_deepseek_lr_bs_grid.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/16_deepseek_scaling_fit.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/16_deepseek_scaling_fit.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/17_deepseek_wsd.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/17_deepseek_wsd.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/18_deepseek_isoflop.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/18_deepseek_isoflop.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/19_deepseek_prediction.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/19_deepseek_prediction.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/20_llama3_isoflop.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/20_llama3_isoflop.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/21_llama3_downstream.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/21_llama3_downstream.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/22_hunyuan_isoflop.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/22_hunyuan_isoflop.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/23_minimax_scaling.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/23_minimax_scaling.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/24_case_study_summary.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/24_case_study_summary.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/25_mup_intro.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/25_mup_intro.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/26_mup_conditions.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/26_mup_conditions.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/27_mup_init_derivation.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/27_mup_init_derivation.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/28_mup_update_derivation.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/28_mup_update_derivation.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/29_mup_final_formula.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/29_mup_final_formula.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/30_mup_sp_comparison.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/30_mup_sp_comparison.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/31_lingle_overview.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/31_lingle_overview.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/32_lingle_lr_transfer.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/32_lingle_lr_transfer.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/33_lingle_activations.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/33_lingle_activations.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/34_lingle_batch_size.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/34_lingle_batch_size.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/35_lingle_init.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/35_lingle_init.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/36_lingle_optimizer.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/36_lingle_optimizer.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/37_lingle_weight_decay.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/37_lingle_weight_decay.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/38_lingle_10b_validation.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/38_lingle_10b_validation.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/39_summary.png","02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/39_summary.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture11/images/slide_40.png","_sources/course-assets/orphans/02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/slide_40.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture11/images/slide_41.png","_sources/course-assets/orphans/02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/slide_41.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture11/images/slide_42.png","_sources/course-assets/orphans/02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/slide_42.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture11/images/slide_43.png","_sources/course-assets/orphans/02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/slide_43.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture11/images/slide_44.png","_sources/course-assets/orphans/02-cs336课程笔记/2.11-第11讲-扩展定律实践/images/slide_44.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture12/Lecture12-Agent-Benchmarks.md","02-cs336课程笔记/2.12-第12讲-模型评测/2.12.1-智能体基准.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture12/Lecture12-Chatbot-Arena.md","02-cs336课程笔记/2.12-第12讲-模型评测/2.12.2-chatbot-arena.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture12/Lecture12-Contamination.md","02-cs336课程笔记/2.12-第12讲-模型评测/2.12.3-评测污染.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture12/Lecture12-Main.md","02-cs336课程笔记/2.12-第12讲-模型评测/2.12-第12讲-模型评测.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture12/images/alpacaeval-leaderboard.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/alpacaeval-leaderboard.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/artificial-analysis.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/artificial-analysis.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/chatbot-arena-leaderboard.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/chatbot-arena-leaderboard.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/clio-table4.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/clio-table4.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/contamination-exchangeability.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/contamination-exchangeability.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/cybench-agent.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/cybench-agent.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/cybench-results.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/cybench-results.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/cybench.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/cybench.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/deepseek-r1-benchmarks.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/deepseek-r1-benchmarks.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/gpqa.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/gpqa.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/gpt2-perplexity.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/gpt2-perplexity.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/hellaswag.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/hellaswag.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/helm-capabilities-leaderboard.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/helm-capabilities-leaderboard.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/hle-examples.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/hle-examples.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/hle-pipeline.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/hle-pipeline.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/hle-results.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/hle-results.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/ifeval-categories.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/ifeval-categories.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/karpathy-crisis.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/karpathy-crisis.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/karpathy-nanogpt-speedrun.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/karpathy-nanogpt-speedrun.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/lambada.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/lambada.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/llama4-benchmarks.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/llama4-benchmarks.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/mlebench-results.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/mlebench-results.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/mlebench.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/mlebench.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/mmlu-pro.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/mmlu-pro.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/mmlu.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/mmlu.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/openrouter.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/openrouter.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/swebench.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/swebench.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture12/images/wildbench.png","02-cs336课程笔记/2.12-第12讲-模型评测/images/wildbench.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture13/Lecture13-Common-Crawl.md","02-cs336课程笔记/2.13-第13讲-数据来源与混合/2.13.1-common-crawl.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture13/Lecture13-Copyright.md","02-cs336课程笔记/2.13-第13讲-数据来源与混合/2.13.2-版权与许可.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture13/Lecture13-DCLM.md","02-cs336课程笔记/2.13-第13讲-数据来源与混合/2.13.3-dclm.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture13/Lecture13-Main.md","02-cs336课程笔记/2.13-第13讲-数据来源与混合/2.13-第13讲-数据来源与混合.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture13/images/dclm-filter.png","02-cs336课程笔记/2.13-第13讲-数据来源与混合/images/dclm-filter.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture13/images/dclm-quality.png","02-cs336课程笔记/2.13-第13讲-数据来源与混合/images/dclm-quality.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture13/images/dclm-wet.png","02-cs336课程笔记/2.13-第13讲-数据来源与混合/images/dclm-wet.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture13/images/llama3-data.png","02-cs336课程笔记/2.13-第13讲-数据来源与混合/images/llama3-data.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture13/images/nemotron-results.png","02-cs336课程笔记/2.13-第13讲-数据来源与混合/images/nemotron-results.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture13/images/olmo2-dolmino.png","02-cs336课程笔记/2.13-第13讲-数据来源与混合/images/olmo2-dolmino.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture13/images/olmo2-pretraining.png","02-cs336课程笔记/2.13-第13讲-数据来源与混合/images/olmo2-pretraining.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture13/images/tulu.png","02-cs336课程笔记/2.13-第13讲-数据来源与混合/images/tulu.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture14/Lecture14-KenLM.md","02-cs336课程笔记/2.14-第14讲-数据过滤与去重/2.14.1-kenlm.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture14/Lecture14-Main.md","02-cs336课程笔记/2.14-第14讲-数据过滤与去重/2.14-第14讲-数据过滤与去重.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture14/Lecture14-MinHash-LSH.md","02-cs336课程笔记/2.14-第14讲-数据过滤与去重/2.14.2-minhash与lsh.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture14/images/dsir-results.png","02-cs336课程笔记/2.14-第14讲-数据过滤与去重/images/dsir-results.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture15/Lecture15-DPO.md","02-cs336课程笔记/2.15-第15讲-sft与rlhf/2.15.1-dpo.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture15/Lecture15-InstructGPT.md","02-cs336课程笔记/2.15-第15讲-sft与rlhf/2.15.2-instructgpt.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture15/Lecture15-Main.md","02-cs336课程笔记/2.15-第15讲-sft与rlhf/2.15-第15讲-sft与rlhf.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture16/Lecture16-DeepSeek-R1.md","02-cs336课程笔记/2.16-第16讲-rlvr/2.16.1-deepseek-r1.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture16/Lecture16-GRPO-Math.md","02-cs336课程笔记/2.16-第16讲-rlvr/2.16.2-grpo数学.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture16/Lecture16-Main.md","02-cs336课程笔记/2.16-第16讲-rlvr/2.16-第16讲-rlvr.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture16/images/dclm-filter.png","_sources/course-assets/orphans/02-cs336课程笔记/2.16-第16讲-rlvr/images/dclm-filter.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture16/images/deepseek-r1-benchmarks.png","02-cs336课程笔记/2.16-第16讲-rlvr/images/deepseek-r1-benchmarks.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture16/images/grpo-algorithm.png","02-cs336课程笔记/2.16-第16讲-rlvr/images/grpo-algorithm.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture17/Lecture17-Main.md","02-cs336课程笔记/2.17-第17讲-grpo实作/2.17-第17讲-grpo实作.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture17/images/grpo-algorithm.png","02-cs336课程笔记/2.17-第17讲-grpo实作/images/grpo-algorithm.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture2/.files/1XXHc6gCBDjUcuP.png","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/.files/1XXHc6gCBDjUcuP.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture2/.files/EqDqf8Yaa3IY8x9.png","_sources/course-assets/orphans/02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/.files/EqDqf8Yaa3IY8x9.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture2/.files/GiH7RLAfVohVbFu.png","_sources/course-assets/orphans/02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/.files/GiH7RLAfVohVbFu.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture2/.files/HYfhswM75hnkdzo.png","_sources/course-assets/orphans/02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/.files/HYfhswM75hnkdzo.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture2/.files/J273WGzkBl8HyDn.png","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/.files/J273WGzkBl8HyDn.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture2/.files/NjCDRhKALVWcdMC.png","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/.files/NjCDRhKALVWcdMC.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture2/.files/SOZ8eGIfbHoXgq7.png","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/.files/SOZ8eGIfbHoXgq7.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture2/.files/XdOUBkuVSMkVq7r.png","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/.files/XdOUBkuVSMkVq7r.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture2/.files/ikPmRWM968kchMP.png","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/.files/ikPmRWM968kchMP.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture2/.files/s733wPM0Wf1GUHq.png","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/.files/s733wPM0Wf1GUHq.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture2/Lecture2-Floating-Point-Representations.md","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/2.2.2-浮点数表示.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture2/Lecture2-Gradients-and-Backward-Pass.md","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/2.2.3-梯度与反向传播.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture2/Lecture2-Main.md","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/2.2-第02讲-pytorch与资源核算.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture2/Lecture2-Mixed-Precision-Training.md","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/2.2.4-混合精度训练.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture2/Lecture2-Optimizers.md","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/2.2.5-优化器.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture2/Lecture2-PyTorch-Tensors.md","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/2.2.6-pytorch张量.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture2/Lecture2-因果注意力.md","02-cs336课程笔记/2.2-第02讲-pytorch与资源核算/2.2.1-因果注意力.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture3/.files/0dJIRaHjNaluDul.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/0dJIRaHjNaluDul.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/13ArblD3v4ZkTg7.jpg","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/13ArblD3v4ZkTg7.jpg","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/2kNm75WinJhpn5F.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/2kNm75WinJhpn5F.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/7JJtbYC33Pu5hzA.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/7JJtbYC33Pu5hzA.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/7yiIqQfsVV3DATH.png","_sources/course-assets/orphans/02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/7yiIqQfsVV3DATH.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture3/.files/AHoG1qLikrFabdf.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/AHoG1qLikrFabdf.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/BX5PPfx7ZCCp6hW.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/BX5PPfx7ZCCp6hW.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/Cby5OElrnHBN5RX.jpg","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/Cby5OElrnHBN5RX.jpg","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/D6iq8hhmh1A3wOn.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/D6iq8hhmh1A3wOn.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/DUnd88nsYwXY6jx.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/DUnd88nsYwXY6jx.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/Ho8AYeLCnF4Qsot.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/Ho8AYeLCnF4Qsot.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/IPvCcUZMLcyI1NS.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/IPvCcUZMLcyI1NS.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/MF96vdyXq1Q101e.jpg","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/MF96vdyXq1Q101e.jpg","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/MPVUL6QYTu6L9G9.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/MPVUL6QYTu6L9G9.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/NVfFLLRWXqdtNMJ.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/NVfFLLRWXqdtNMJ.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/UQnJoPZ7x08rmkK.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/UQnJoPZ7x08rmkK.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/XZbbYQRhliXhWmi.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/XZbbYQRhliXhWmi.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/ZDU870abJbALu0M.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/ZDU870abJbALu0M.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/ZRWaKIzNgfGsiws.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/ZRWaKIzNgfGsiws.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/aI6o1VQ81EZaCMx.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/aI6o1VQ81EZaCMx.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/evhAeHIAMXIziUo.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/evhAeHIAMXIziUo.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/gJZJgBZjw5NUxBK.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/gJZJgBZjw5NUxBK.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/javRkmQ7APH89zq.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/javRkmQ7APH89zq.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/oOtqV3jTy0DikZ7.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/oOtqV3jTy0DikZ7.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/oqbYreE45WxYe3C.png","_sources/course-assets/orphans/02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/oqbYreE45WxYe3C.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture3/.files/p0U9TRASIGvgDkx.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/p0U9TRASIGvgDkx.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/q2RkH83IUSPRQGR.jpg","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/q2RkH83IUSPRQGR.jpg","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/rQPB9pSEGPFQPcI.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/rQPB9pSEGPFQPcI.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/vkOjeAuT3EwMlko.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/vkOjeAuT3EwMlko.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/.files/wPEUGmk9OJL0dog.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/.files/wPEUGmk9OJL0dog.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/Lecture3-GQA-MQA-MLA.md","02-cs336课程笔记/2.3-第03讲-架构与超参数/2.3.2-gqa-mqa与mla.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture3/Lecture3-Gated-Activations.md","02-cs336课程笔记/2.3-第03讲-架构与超参数/2.3.1-门控激活.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture3/Lecture3-Main.md","02-cs336课程笔记/2.3-第03讲-架构与超参数/2.3-第03讲-架构与超参数.md","迁移并修订","讲次主页改为目录同名首页"
"cs336/Lecture3/Lecture3-Normalization-Strategies.md","02-cs336课程笔记/2.3-第03讲-架构与超参数/2.3.3-归一化策略.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture3/Lecture3-Rotary-Position-Embeddings.md","02-cs336课程笔记/2.3-第03讲-架构与超参数/2.3.4-旋转位置编码.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture3/Lecture3-Where-to-put-Norm-and-why.md","02-cs336课程笔记/2.3-第03讲-架构与超参数/2.3.5-归一化层位置.md","迁移并修订","讲内文章按继承编号迁移"
"cs336/Lecture3/assets/img1.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/assets/img1.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/assets/img2.png","_sources/course-assets/orphans/02-cs336课程笔记/2.3-第03讲-架构与超参数/assets/img2.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture3/assets/img3.png","02-cs336课程笔记/2.3-第03讲-架构与超参数/assets/img3.png","附件迁移","课程附件按讲次目录迁移"
"cs336/Lecture3/assets/位置编码泄露.png","_sources/course-assets/orphans/02-cs336课程笔记/2.3-第03讲-架构与超参数/assets/位置编码泄露.png","附件迁移","未引用课程附件移入可追溯归档"
"cs336/Lecture4/Lecture4-Load-Balancing-Losses.md","02-cs336课程笔记/2.4-第04讲-混合专家模型/2.4.2-负载均衡损失.md","迁移并修订","讲内文章按继承编号迁移"
